01;"CABA"
20;"Santa Cruz"
19;"San Luis"
18;"San Juan"
14;"Misiones"
12;"La Rioja"
10;"Jujuy"
09;"Formosa"
02;"Buenos Aires"
05;"Corrientes"
23;"Tucumán"
24;"Tierra del Fuego"
21;"Santa Fe"
17;"Salta"
04;"Córdoba"
03;"Catamarca"
06;"Chaco"
08;"Entre Ríos"
07;"Chubut"
11;"La Pampa"
13;"Mendoza"
16;"Río Negro"
15;"Neuquén"
22;"Santiago del Estero"
